,transaction_id,bonus_card_number,total_price,date,season,customer_review,payment_method
26,2ab3dc49-d892-4b96-9153-b24a631291da,BONUS-DxZS-3425,6.22,2024-10-25 05:28:50.117063,autumn,1,credit_card
27,c87acda5-bb28-4bf4-a86e-baedb2b1ac0d,,8.42,2025-01-10 04:56:13.831779,winter,4,credit_card
28,5fd2418b-358a-4953-9e06-fc44459f67f6,BONUS-nxzh-4608,6.49,2025-01-22 20:46:12.148061,winter,3,cash
29,dc6f4d7c-05ab-47dc-8bab-e518c856ccb0,BONUS-Rziy-8506,12.6,2025-03-28 12:20:52.411772,winter,1,credit_card
30,dc44b182-a3d3-4ab3-a033-93b57168b0e6,BONUS-Rutw-5602,16.89,2025-05-07 21:37:53.266881,spring,4,credit_card
31,eeec550e-faef-49b1-aa07-59df1db842bb,BONUS-lwKp-8609,16.94,2024-08-24 12:30:34.050146,summer,3,credit_card
32,44d16635-f847-49fd-8a2b-f17ea7e6c63c,,0.16,2025-02-07 13:08:28.457383,winter,1,cash
33,eba687ef-a75b-41db-90c2-15a74bb521b8,BONUS-eQvU-5109,3.41,2025-01-19 13:09:14.846816,winter,3,credit_card
34,515de1d4-52af-4188-997c-d285fabc476d,BONUS-qUEr-7394,4.84,2025-03-10 06:53:10.486686,winter,2,cash
35,dd30104f-c22a-450b-9c08-2ff5ea5726a4,BONUS-jHOH-8146,6.05,2024-09-06 12:10:33.263280,summer,3,credit_card
36,b3988d49-c603-4f44-9e62-e6aa493ae44e,BONUS-zVQJ-1023,11.33,2024-11-30 19:55:23.713301,autumn,2,credit_card
37,66933484-64bf-44bc-9863-8dcd4bba70be,BONUS-DhLu-4692,6.65,2025-05-22 19:37:39.982120,spring,2,cash
38,f4084ca8-a24c-453e-ac65-5ed5bc83364f,BONUS-hIZj-0331,8.03,2025-07-06 04:14:58.858352,summer,1,cash
39,58f06968-9c41-4870-a497-61cbe0ec3ace,BONUS-cMJp-3212,4.4,2024-09-08 17:33:16.850667,summer,4,cash
40,eb80f3ae-3f56-471b-bcac-08f4e389aa28,BONUS-bzUx-8200,2.75,2025-04-28 08:24:41.522062,spring,2,cash
41,a9998ff1-67d0-4403-9951-2956435b01f5,BONUS-VtYd-1643,3.08,2024-12-14 05:33:20.958882,autumn,1,credit_card
42,ca17990e-84da-4b5d-8e40-7bd8ac109e42,BONUS-AbHc-9671,1.21,2025-03-11 20:19:54.022009,winter,1,cash
43,2d69a065-1281-4e91-86c6-ed53937d0e68,,8.14,2024-09-16 13:35:43.481931,summer,2,credit_card
44,bb3f14c9-35ca-44dd-a6b8-90a6518de475,BONUS-OkVK-3969,5.39,2024-12-23 11:05:19.699627,autumn,3,cash
45,15d87c7b-a934-44a6-a307-291097ae4668,BONUS-flxG-7874,2.31,2024-11-07 16:30:19.625516,autumn,3,credit_card
46,d8febb0f-10ee-440c-bcfc-82acebc41d3a,,12.37,2024-09-12 12:49:27.042580,summer,3,credit_card
47,cb847c33-088a-48da-9ded-434590cf0308,BONUS-bMPc-0551,6.65,2024-10-12 21:22:02.865088,autumn,3,cash
48,edd5a78a-ca49-4cf8-b040-2464bac42b06,BONUS-VizF-6654,5.61,2025-03-04 16:17:33.909210,winter,3,cash
49,3f30d15b-edae-41cf-af70-2f9667fa3ee3,BONUS-HmfG-1520,7.26,2024-10-17 21:34:40.310125,autumn,3,cash
50,72546fb5-bacc-44c9-a16a-b9da6b07bfe1,BONUS-xlsD-9263,8.36,2024-11-27 23:18:44.428317,autumn,4,cash
51,152745cc-93fe-49a9-82af-988bb800aff3,,6.16,2025-02-01 16:52:26.161472,winter,4,credit_card
52,0a6ebcfd-d5a9-498a-bb1d-f96835eff5e7,BONUS-EOBb-6898,6.22,2025-02-20 17:26:19.946416,winter,2,cash
53,d4d68e98-f57d-48ff-84ea-9427be588b2c,BONUS-wSPu-5395,11.88,2025-02-17 04:35:36.682718,winter,4,credit_card
54,bfd41713-1c95-4f4f-af70-7cc390b676af,BONUS-JgNC-2487,5.33,2025-02-05 02:54:31.780503,winter,3,cash
55,45485a2f-be5a-4d20-9674-8c6f6c7dea1b,BONUS-TXZf-0536,7.81,2024-10-02 16:08:54.213011,autumn,3,cash
56,93867637-858e-49b3-92ab-08c24142206f,BONUS-npIo-1755,1.32,2025-03-07 22:59:14.565398,winter,2,cash
57,060cdd4a-f667-4ce0-b482-022d56fc1e3b,BONUS-LKsI-5319,3.19,2024-09-13 01:47:31.998501,summer,1,cash
58,59eccf05-1daa-44f8-80d8-491ba5a1fe19,BONUS-LlFo-6204,4.24,2024-08-29 02:00:02.837187,summer,1,credit_card
59,af878c9e-5d23-4ee1-8d9a-9a083b73faba,BONUS-LTos-4894,8.03,2024-09-09 17:52:38.835034,summer,3,cash
60,000de42e-21b9-4b12-8b22-9101828ce3b2,BONUS-Bhly-2156,4.13,2024-11-13 23:20:51.656135,autumn,4,cash
61,c41f0d3a-873e-4a3c-81cc-7b500e9f1b77,BONUS-KEbo-6322,5.5,2025-03-04 04:51:06.170037,winter,2,credit_card
62,e9f24ca2-128d-4af1-aaba-d15defbea9d0,BONUS-TmjU-8378,2.15,2025-01-13 07:03:21.307840,winter,2,cash
63,cfbac576-5ce6-485c-bd4e-3320bbeff05e,BONUS-sTnk-2185,6.99,2025-05-30 22:03:51.698880,spring,1,cash
64,ba094167-c4dc-4351-a528-c4d2a6313bee,BONUS-KnXh-6314,1.54,2024-10-24 23:02:25.354127,autumn,1,credit_card
65,bbf5be1d-a6fe-46e2-9033-811fce87f15c,BONUS-deuB-0332,15.57,2025-04-14 05:25:30.165015,spring,1,credit_card
66,9ec2b9b6-e117-4437-87ef-757694317669,BONUS-YUgc-2123,5.17,2025-04-01 11:09:48.860765,spring,2,credit_card
67,376de99b-b0d7-45f1-8914-7b0726c12748,,10.78,2024-07-28 01:11:31.661089,summer,3,credit_card
68,9c42740c-6782-49f9-a941-327309cc4230,BONUS-ubhj-8274,9.35,2025-06-23 15:04:58.152900,spring,1,cash
69,1634e95f-f605-47c5-9e9d-5584abb64d25,BONUS-xfTo-2812,6.05,2025-02-02 09:20:13.908686,winter,1,cash
70,e3babb07-2211-4ccd-84ef-2b7871bc8621,BONUS-dOuD-3252,7.48,2025-06-09 06:17:04.869616,spring,4,credit_card
71,e931458c-3240-4ed9-bcbd-2555bd146a85,BONUS-egIN-6862,6.43,2025-04-09 00:48:17.282754,spring,1,credit_card
72,822625b0-d976-4e25-a010-c2c0fbaed38e,BONUS-HdTc-0943,4.18,2024-12-25 03:05:11.183427,autumn,2,credit_card
73,ad5c896d-7ecc-47fd-995d-2a7266f60a78,BONUS-Lzva-9065,0.44,2024-08-10 02:32:34.255644,summer,1,credit_card
74,f6b779d4-0fba-48b7-8dec-69b88dd81640,BONUS-BDTx-4429,3.08,2024-09-05 15:14:05.510400,summer,4,credit_card
75,bfcd9eea-ed5b-4ab0-9148-fa4c8233931c,BONUS-KAqM-6266,0.44,2025-05-07 01:46:18.850345,spring,3,cash
76,cca8abe0-9b39-447c-bcc3-cc95c708ff14,BONUS-HqeU-7750,11.22,2025-06-19 02:01:52.535661,spring,5,cash
77,69500966-bdfe-4e8a-b543-cb1f1e10627b,,9.35,2024-12-15 03:31:52.163208,autumn,1,cash
78,07f18193-4bc0-403d-893f-83053ded0f7b,,6.82,2025-02-16 04:34:50.093324,winter,4,cash
79,7ebc28c9-583b-4651-8434-7d70a7dfb746,BONUS-pATR-0536,2.31,2024-11-19 15:23:37.580595,autumn,3,cash
80,94b68ede-5fce-4008-831e-903723c7851f,BONUS-UEAb-7151,10.78,2025-06-09 02:17:35.434415,spring,2,credit_card
81,47be923e-1f0d-4118-ae3e-dd5306b500b5,BONUS-cJDH-1017,14.08,2024-10-31 13:41:32.950356,autumn,2,cash
82,eab76c77-ee64-433c-a465-4e8d8fe02d21,BONUS-uqfZ-7434,2.31,2025-06-04 05:05:57.498222,spring,2,credit_card
83,e488c892-daa3-4da6-aab8-3eaa395aadd3,,4.4,2024-11-05 00:20:14.702782,autumn,4,cash
84,b8dd81b0-da30-4d93-83c3-d0cad85a3257,BONUS-bMPc-0551,2.53,2025-02-06 15:52:53.006039,winter,4,credit_card
85,bd2f2d07-d38b-4ff1-88c5-27c88eccb2d3,,5.17,2024-12-28 20:50:58.684804,autumn,2,cash
86,b5b19702-56c4-441c-a73e-b84675de4e16,BONUS-posh-1364,10.89,2025-02-25 05:08:59.069647,winter,4,credit_card
87,b7de3912-6526-4945-af92-44ab9ffc13cf,BONUS-CKGO-1822,2.09,2025-05-11 07:52:32.379934,spring,3,credit_card
88,dc276be6-71ad-4fef-94bb-20f78832a7c7,BONUS-XYRS-3560,0.16,2024-08-13 19:52:29.973358,summer,5,cash
89,fac772cc-2028-477b-8af7-c8d943b0b79c,BONUS-GpUw-9736,7.98,2024-07-26 11:47:29.407091,summer,2,credit_card
90,a3261d1d-7dac-4480-a707-a277c15e1341,BONUS-Qcrm-4678,0.99,2025-03-06 03:17:38.598491,winter,1,cash
91,0bf0b90c-53d2-4d79-a26b-6a34360a1ef2,BONUS-RYXZ-4333,9.18,2025-01-10 04:07:05.252145,winter,2,credit_card
92,bbfc3c23-5598-4cf0-9add-d1480bfeb505,BONUS-aVgS-4672,4.68,2025-03-18 14:11:29.274978,winter,2,cash
93,62d5463b-956f-470e-afcb-58ff3c74491d,BONUS-LrJe-7210,8.58,2024-12-11 11:29:59.310975,autumn,3,cash
94,7635039d-374d-4814-a924-af22362878e7,BONUS-ObEa-6158,6.49,2025-01-22 11:29:25.761256,winter,5,cash
95,89abca89-0da3-49a7-9222-e2310325cb1a,,16.55,2025-07-07 17:27:11.939943,summer,5,credit_card
96,f5691fbe-9658-413a-922d-a026f0498556,BONUS-KEbo-6322,2.2,2025-01-22 22:24:14.927773,winter,2,cash
97,6d4b0194-e41c-4bf1-aab8-0e250c06564f,BONUS-bzDE-6004,8.14,2024-08-07 10:37:08.955314,summer,2,credit_card
98,be9d8e37-5ab9-4317-a2aa-b00380cec8a2,BONUS-VoUW-2559,4.07,2025-06-10 22:35:28.619743,spring,3,cash
99,8eae9f13-f83d-44e5-9d8e-6861af564244,,9.08,2025-03-09 02:39:58.210549,winter,5,credit_card
100,d2736d50-1ccf-43da-a182-a4ddfeca2b5c,BONUS-Fzvf-2978,2.31,2024-08-04 04:20:51.525955,summer,1,credit_card
101,d0a85bc4-c26f-479b-bb29-88775983a621,BONUS-UDXF-3355,7.26,2024-09-23 14:47:08.715340,summer,3,cash
102,2ecd0ee9-b4f6-4604-9518-9efe9af130e9,BONUS-adhz-1798,3.47,2025-01-07 00:23:09.918307,winter,2,cash
103,7b62bce4-fd85-41af-9cef-83e0a4aac304,BONUS-PfuW-7932,7.37,2025-03-29 14:30:07.249363,winter,4,cash
104,b9d84c13-1496-45fe-a8c7-6a563df2969b,,10.01,2024-11-22 04:42:25.660170,autumn,4,cash
105,af428e26-15ac-4709-a565-28a5d0857e66,BONUS-Yfub-9549,5.23,2025-04-11 21:12:02.378130,spring,1,cash
106,d28ea7ed-9086-4dbc-8393-b71e54a02486,BONUS-SwPa-7556,11.28,2025-02-24 10:39:11.984459,winter,2,cash
107,b6c4109a-11c5-490a-9f0f-b16c5a4ff102,BONUS-iXJP-7414,1.65,2024-08-18 08:08:59.588473,summer,3,credit_card
108,dbd1b2ce-d5fa-4a74-b273-ca3ee7220b69,,3.58,2025-01-06 22:39:12.081518,winter,5,credit_card
109,b7be94b9-3feb-461e-937a-c6b46b2a89e1,BONUS-szxN-0582,17.38,2024-08-18 14:19:35.270342,summer,4,cash
110,27ce40d1-e8f8-4e21-8ca4-baafaa597271,BONUS-UKGz-4169,5.17,2024-09-09 17:27:16.849438,summer,5,cash
111,79eb2097-42e2-4904-9d24-6a5d79744a14,BONUS-ABvz-2859,6.99,2024-12-13 09:30:45.526700,autumn,1,cash
112,777a23a6-1440-4a76-8de7-dfee15fac226,BONUS-Atqc-3646,8.64,2024-12-21 20:31:10.700299,autumn,3,cash
113,513a4f34-8c97-4743-a7dd-eb4ad5202c60,BONUS-msZF-9687,7.59,2025-01-10 13:30:16.590577,winter,3,cash
114,63b69e0d-9f70-42ef-9919-ac9d8f063e4f,BONUS-aDRo-6119,7.48,2025-05-04 08:42:43.685472,spring,2,credit_card
115,0800376d-4e86-4018-84e3-7b227dbf93e7,BONUS-cMJp-3212,9.68,2025-05-03 18:45:04.579983,spring,3,cash
116,5ee6263b-a78c-47b2-8045-29004a886dbd,BONUS-XAcI-7026,3.85,2024-11-14 22:41:29.924997,autumn,1,credit_card
117,2857f4a3-53d2-43f0-9377-d44f30d3bc12,BONUS-wGnH-8708,4.07,2025-05-09 02:56:15.557173,spring,4,credit_card
118,9bc8b94f-ee40-479c-90b9-435066d42db1,BONUS-twHr-9982,4.73,2024-07-23 07:00:11.448656,summer,4,credit_card
119,4e46ccc4-14e4-42ff-865c-77d18c24eaa6,BONUS-onqo-2166,12.21,2025-01-17 08:17:00.241983,winter,4,credit_card
120,2afdc646-a36a-4f62-8a56-4ee072b5e493,BONUS-CKGO-1822,13.09,2025-03-02 21:31:01.179788,winter,1,credit_card
121,41fd9aa1-8d40-4ad2-99bc-eeba8be011c2,BONUS-Eign-1748,9.41,2025-04-27 16:25:37.345496,spring,1,credit_card
122,71f4bc49-8a50-4afd-aab6-eaf8859e3204,BONUS-HWCU-8415,9.18,2024-08-25 15:28:51.982197,summer,2,cash
123,11d1d5eb-6524-476e-b886-8ed71877d42f,BONUS-theN-4372,2.31,2025-06-03 00:04:00.054384,spring,4,credit_card
124,dbc0242e-9ebc-4ed9-9675-c4e32eb1a570,,8.03,2025-04-12 20:59:04.828523,spring,1,cash
125,23c92fb7-33d0-480c-891f-c590672fa713,BONUS-yoPc-1283,4.4,2024-09-20 21:48:32.124863,summer,3,cash
126,d7279469-509a-4054-8f18-6978f74230c3,BONUS-UjkO-5538,1.1,2025-01-28 02:52:07.876189,winter,4,cash
127,72ff7e6a-9b5f-4cab-96c7-57103e9a8cba,,3.63,2025-06-24 07:06:20.283338,spring,5,credit_card
128,9591311b-a1bd-4854-bbc1-2407fb0e8905,,6.16,2025-02-14 15:49:19.864941,winter,1,cash
129,4c5444e4-0b20-4f8e-b768-0a64667f72ce,BONUS-WETr-0700,2.09,2024-12-15 02:56:37.069130,autumn,2,credit_card
130,00a8810c-e234-4863-860f-ba4cf90ed27a,BONUS-yWcY-3292,1.54,2025-04-29 18:03:58.636858,spring,4,credit_card
131,20a1fa65-3a36-431e-af9e-66adf2212a7e,BONUS-Ceon-6646,5.83,2024-08-16 09:30:33.035038,summer,4,cash
132,312b9f67-5619-4d69-978b-633432235008,BONUS-Druw-8433,4.07,2025-01-21 17:01:46.467038,winter,4,cash
133,2bc42494-5fc0-4ea9-a33c-b9928facbf62,BONUS-fTNU-3259,2.31,2025-03-07 14:50:00.618784,winter,5,credit_card
134,792d226c-a698-4982-8578-7d11602de073,BONUS-ZWMY-5119,13.59,2025-01-16 03:04:53.455555,winter,4,credit_card
135,5dc6ffde-c00a-40de-8104-24fb696edaff,,4.4,2025-03-22 20:24:06.273124,winter,1,credit_card
136,b5f88467-32f5-46ed-882b-bd4517ade4f1,BONUS-pPQV-4113,0.88,2024-12-17 23:42:56.502744,autumn,3,cash
137,95eb81f0-2b09-4c30-97a4-1f0cc79dd6a7,BONUS-ZmJC-9295,14.96,2024-10-24 11:09:01.989036,autumn,5,cash
138,dab645d9-fd12-49c0-a8f7-d9ccf778cf8e,BONUS-VhTU-7220,5.56,2025-03-19 04:59:04.761481,winter,2,cash
139,f1e55456-acf7-42db-99f2-53fcf2d54efa,,5.72,2025-02-09 19:57:34.149866,winter,2,cash
140,397920a7-4a48-4edf-987c-2344044243f8,,10.29,2025-05-14 09:28:36.298801,spring,2,credit_card
141,09a84d4b-5936-4fa8-95b3-9ce2b35108a5,,10.39,2025-06-12 08:11:02.522078,spring,3,credit_card
142,0129b694-562b-42f3-bca3-e06548d4b9b4,BONUS-FVRe-7503,7.54,2025-04-25 01:53:17.297734,spring,5,cash
143,d5d20927-e62d-46d7-ac86-26f3b0c5a03a,BONUS-zXZe-9629,2.31,2025-03-20 08:49:01.149718,winter,1,cash
144,86479afd-61aa-4b4a-be61-9eabc7a0e83d,,7.48,2024-10-25 22:48:11.086204,autumn,2,cash
145,fab6ec1f-da45-4cb1-937a-529eeaed4b15,BONUS-htvM-1611,4.24,2025-03-19 13:06:31.916468,winter,2,cash
146,bdf07042-3d8f-4b15-b7d2-3242fb49d454,BONUS-YsKH-9373,1.43,2024-10-01 15:14:11.787825,autumn,2,cash
147,1e4c420c-a1e2-4c38-b19d-c4dbd6444443,,2.09,2024-12-20 17:52:02.514590,autumn,3,cash
148,ae5f7e41-4805-42e9-86ce-38bbc945721a,BONUS-VoUW-2559,1.1,2025-01-07 06:26:18.066979,winter,4,cash
149,ba0666e3-6193-4e06-bf85-4ca19903b7fc,BONUS-PLCn-5767,3.85,2024-09-10 18:48:26.510496,summer,5,credit_card
150,290c4ce6-6da3-4f88-9bd2-b44955d7e3eb,,14.19,2024-11-27 16:46:00.932784,autumn,1,cash
151,2e4ee1f9-7a96-4636-906c-510115e1bd13,BONUS-lqef-3981,4.4,2025-03-07 23:49:02.957042,winter,2,cash
152,70554399-5e13-42db-b406-2f87103e87ee,BONUS-YojN-0145,2.81,2024-09-29 03:29:29.024722,summer,5,cash
153,c24300c1-2858-40b9-bcf2-20d71a8c9355,BONUS-oBms-6746,10.78,2025-01-22 22:46:25.721181,winter,3,cash
154,c3721a35-304b-4949-bb9c-910bb0603dc9,,9.63,2024-07-28 08:26:06.082088,summer,2,credit_card
155,87e0a50b-6375-4769-bad2-0a9b6e1dfa4c,,12.43,2025-06-14 20:26:11.035091,spring,3,credit_card
156,a0c89f44-c814-4b0b-9dae-2517a36ecdb2,,9.19,2025-06-04 17:18:07.225325,spring,3,credit_card
157,21a1ebaf-0dae-48a8-854a-4444119465ed,,4.4,2025-03-31 20:58:15.261993,winter,5,credit_card
158,f4eab132-8ffb-4fbd-88ed-ec7f38a33c12,,4.01,2024-12-19 13:00:31.640649,autumn,3,credit_card
159,a5d2a3e6-37c1-4a99-8e80-eef9004715f4,BONUS-nqhH-6270,1.43,2025-02-09 15:25:43.880828,winter,4,cash
160,44ccac92-4f45-4a47-8e31-138d37febed7,BONUS-ZfLC-7876,10.67,2025-04-02 14:28:07.420554,spring,4,cash
161,cc89aa5e-a15a-42a4-b89b-04fd645cc727,,12.32,2024-12-14 08:59:26.231448,autumn,5,cash
162,c3213155-1e49-4473-9c2a-e67c08854bc0,,9.79,2024-11-27 07:01:14.065677,autumn,4,cash
163,0f920a64-ea68-46e9-816c-9d7ed7ae2242,,9.79,2025-06-09 05:51:40.135887,spring,3,credit_card
164,bd932000-759f-42d8-ad43-db9c5b016dda,,5.01,2025-07-04 02:53:49.238797,summer,1,cash
165,1c018b05-9d6f-46d0-9691-cba868fcf086,BONUS-ozJh-6596,0.88,2025-01-06 14:24:22.397536,winter,2,cash
166,86b3bc39-348d-47b3-823a-f655f5d5f3f2,,6.05,2025-07-07 05:20:20.579473,summer,2,credit_card
167,7941c701-5a9a-4b52-bb47-b02c6186c06f,,5.67,2025-02-16 04:25:57.032578,winter,5,cash
168,98cecd68-4208-4a5f-b7b4-60f9b89d9724,BONUS-adhz-1798,0.99,2025-04-03 18:15:55.773752,spring,5,credit_card
169,a5daf076-f443-4f2d-b671-87a89dec2131,BONUS-TPUd-6084,1.43,2025-07-09 01:56:30.661275,summer,4,cash
170,2b1c9893-2da9-46c4-8edb-4ca95052248d,BONUS-DkUh-9949,9.63,2024-08-10 02:20:19.896087,summer,1,credit_card
171,c7c6980c-8ddd-4a7b-8f9f-8215cd733369,BONUS-baFy-9017,12.43,2024-08-27 18:59:37.970204,summer,5,cash
172,fb2c520d-a80e-4fe3-a272-01bd941d20d0,,4.51,2025-05-24 17:00:26.016441,spring,1,credit_card
173,5f91aff1-5492-4f62-819c-71d0ab9d6ac5,BONUS-cPTZ-2394,2.42,2024-12-27 00:48:03.297116,autumn,5,cash
174,9d5831c2-fdad-4fc6-9c52-7a69a611d663,BONUS-fibc-5282,1.59,2025-04-11 03:21:36.906486,spring,2,cash
175,1dae2bd3-0651-4afe-a719-3e5012236a99,BONUS-xhNc-5615,7.48,2024-08-09 05:53:57.428728,summer,3,credit_card
176,c70c2acd-c5ae-498a-8a27-3431f1fcabec,BONUS-nWjr-0215,6.71,2025-04-10 00:09:13.873606,spring,2,credit_card
177,a0568120-47b0-4117-9cca-db73bbd0116f,BONUS-rtOj-4446,3.08,2025-07-09 14:20:59.302043,summer,4,cash
178,4f7d9490-6031-4dc0-af0b-7e63a6f80144,BONUS-bnYY-5058,2.42,2025-07-10 17:12:31.802196,summer,4,cash
179,02723fe3-ac72-48f1-9d5a-2fc01f60f4d9,BONUS-ryGH-5877,3.63,2025-04-12 15:13:41.932576,spring,5,credit_card
180,426fba0d-3b27-44f2-bb5c-913e48c4b8a7,BONUS-heic-0979,9.02,2025-07-06 11:24:44.459451,summer,5,cash
181,deda31d8-29a9-4669-a7c0-065f1dc6d044,,14.24,2025-06-10 10:51:34.807945,spring,3,cash
182,ab1d60f7-9ace-4428-adec-a5343a162793,BONUS-jQEQ-4634,6.16,2025-01-08 12:33:42.058558,winter,1,cash
183,a739145d-26a9-492b-9522-bfcea86f5725,BONUS-Bivw-5235,2.86,2025-03-29 03:20:48.459612,winter,3,credit_card
184,676b34cf-bdf2-4c32-9c0b-6100155eabd0,BONUS-lwKp-8609,12.65,2025-04-06 23:11:05.728896,spring,5,credit_card
185,c6a6a088-4417-4132-b600-6e6d5290673f,BONUS-UMlC-9538,8.31,2024-10-16 08:17:22.849485,autumn,2,cash
186,5645ef07-ad77-442f-ab24-7f3389d9e5b4,BONUS-wONi-1486,10.83,2024-10-22 05:36:26.108898,autumn,1,credit_card
187,4e50fe35-1ad9-4f45-86ae-d687ead862f4,BONUS-FvoZ-1481,5.5,2024-10-25 23:29:42.105551,autumn,3,credit_card
188,69d91c15-1b21-466e-b0dc-30988558aa3f,BONUS-nndY-5809,8.14,2024-10-26 23:29:28.001787,autumn,4,credit_card
189,222b5011-3e50-45d8-b48d-acf920b54ec2,BONUS-zzOT-6527,11.66,2025-04-04 04:29:24.693616,spring,1,credit_card
190,ae37e76a-1071-4a6e-a3c7-f971db192cc4,BONUS-HmfG-1520,6.6,2025-01-29 03:43:03.786089,winter,5,cash
191,9c261181-6c92-4d0e-9c62-c4b131f87df2,BONUS-rMYu-9342,7.32,2025-04-17 08:18:55.327638,spring,5,cash
192,63698ea5-de05-4f96-853b-a19e006d495b,BONUS-snJf-5738,4.18,2024-10-10 02:07:08.135519,autumn,4,cash
193,f2c4a5bb-4d9b-49a2-866f-3dd79f1ad7db,BONUS-ZNWs-8059,2.42,2024-12-15 12:15:36.046289,autumn,2,credit_card
194,5912aa3e-7e71-4249-a707-30b39cf2a51b,BONUS-oytj-7725,12.87,2024-08-17 22:24:58.737774,summer,4,cash
195,48f5b715-39d8-4900-82cc-e6f60996efa4,,2.75,2024-09-21 11:32:25.669429,summer,2,cash
196,1cfc2e09-e321-48ae-9660-10904b418fe2,BONUS-kWWF-4050,5.83,2024-10-08 13:04:14.751956,autumn,4,credit_card
197,a49fd32e-bd44-4e4d-befb-94bd96e41826,BONUS-DbPS-7510,7.04,2025-03-11 22:09:27.695399,winter,4,credit_card
198,043a9ac4-854f-42b3-893d-3db3204cef2e,BONUS-xQAs-0030,13.31,2024-12-12 16:19:38.998995,autumn,3,credit_card
199,ecec1b4f-b719-4d42-81df-6b6bb41e58c0,BONUS-esnt-4609,13.26,2024-11-13 13:39:07.081278,autumn,5,cash
200,8d6c582c-39a4-4786-886c-5aac2f3d19af,,6.6,2025-03-28 04:27:17.878480,winter,5,credit_card
201,e6867275-ce53-43be-a39c-b5260b508d74,BONUS-deOw-2313,9.85,2025-06-08 06:21:28.243254,spring,5,credit_card
202,c34d715a-e15e-46b2-b5ff-445c7a036711,BONUS-AmHm-4693,15.29,2025-03-06 03:39:42.547275,winter,2,credit_card
