,transaction_id,total_price,purchased_products
221,375cfd64-934a-4ed3-8b5e-2d9d415d6618,11.44,"['chicken', 'rice', 'yogurt', 'chocolate', 'orange']"
222,241651a0-ce88-4c29-9cf9-db764902927d,9.57,"['tomato', 'butter', 'coffee', 'milk', 'rice']"
223,ad50888c-33bd-426d-b32c-4e9fe4e09d3f,11.55,"['egg', 'cereal', 'rice', 'cheese', 'chocolate']"
224,218209e9-1825-46a3-9f5e-2779b21f9f4e,11.99,"['butter', 'yogurt', 'cereal', 'coffee']"
225,635748c6-596e-4e5c-99a4-769252f06ff3,6.38,"['bread', 'chocolate', 'milk']"
226,3f80062b-7691-4394-b884-2fba6abdbe23,0.66,['tomato']
227,fb72fc04-6501-499d-98a1-2ab7a1843909,9.29,"['cereal', 'cheese', 'apple']"
228,eac54249-8aa2-42a0-85f7-eb7d5c17a6f3,12.21,"['cereal', 'banana', 'chocolate', 'bread', 'butter']"
229,005b886a-3bd3-4a9e-b066-944ff53048ce,2.59,"['banana', 'egg', 'potato', 'orange']"
230,519f26d2-8dfd-4899-b084-6a8f6ed8abb9,5.5,['chicken']
231,505960f8-e491-414d-9db3-7d966a2b629f,5.5,['chicken']
232,22c220f2-a610-4748-9044-08501980bfa9,7.98,"['cheese', 'cereal']"
233,052aec9a-2b74-4d04-a194-9579720da499,5.5,['chicken']
234,63f0aa3e-bcc1-4f15-aae5-26617c335b6a,1.43,['yogurt']
235,f7a0b215-d971-417a-b03e-4a53067931f1,5.72,"['orange', 'rice', 'milk', 'chocolate']"
236,01046449-8181-4e35-8cb7-a833968a51fc,0.61,"['egg', 'potato']"
237,1ceaf31a-d182-4f2f-9258-69b78ceba081,4.4,"['rice', 'orange', 'butter']"
238,7fc4cbcd-fba9-424e-a4c1-f1cd1204ae98,1.32,['apple']
239,67845242-97be-43ac-8574-9150cdf54528,1.1,['orange']
240,50e3f5e4-1f18-43ca-bc32-d8c1bf11c080,14.52,"['cereal', 'butter', 'coffee', 'bread', 'milk']"
241,415a6d32-2345-4991-a9b7-b6845565b85c,11.22,"['rice', 'chicken', 'cereal', 'banana']"
242,8a716157-530e-4ecd-b119-5677b185497d,6.6,"['banana', 'apple', 'coffee']"
243,8005c928-7f3d-4e69-a759-e6ca3cfbaec3,1.1,['orange']
244,6469ee7c-37a8-4c46-8adb-10a6d1202c6d,9.68,"['potato', 'orange', 'chocolate', 'coffee', 'apple']"
245,92fe89ba-3e22-4105-9fd6-9f59e7d8706b,13.31,"['chicken', 'coffee', 'butter', 'orange']"
246,be57ca2b-6fe8-48b0-95df-e5e461cc3f96,7.86,"['milk', 'bread', 'egg', 'butter', 'yogurt']"
247,79aa65f8-a173-4945-800c-d162b6ce3f67,4.84,"['coffee', 'potato']"
248,f1d3edfe-0847-4bcc-b4c7-2840aa3987f0,1.32,['apple']
249,e05d39c5-4757-4a47-b436-db141a13559f,2.7,"['apple', 'egg', 'milk']"
250,3aa4a156-79ad-4993-9a71-d467192b3ef0,1.32,['apple']
251,6d465065-b4ed-4fb9-bad7-7106b949b4dd,0.66,['tomato']
252,1a4e0e5f-2508-426e-b094-06079c629cb2,2.53,"['milk', 'apple']"
253,431ce023-a757-493f-ae29-f738fc1bdaca,9.08,"['cereal', 'cheese', 'orange']"
254,63618fdc-de8a-4212-bcb0-ec663399ce4e,9.52,"['rice', 'coffee', 'cheese']"
255,e816d5fd-7c81-4529-a984-44aa4d1df05d,2.53,"['rice', 'tomato', 'banana']"
256,bd130449-f658-4731-bae8-2033ff863609,1.32,['apple']
257,009bf5b3-1124-4934-9533-d90a4eddad1d,12.54,"['chocolate', 'cereal', 'bread', 'milk', 'butter']"
258,ddf00b72-9a53-4fc1-884f-be0f19fb397b,15.79,"['cheese', 'milk', 'chicken', 'cereal', 'orange']"
259,4863d45b-c67f-4adc-aa40-0702a7ee1566,10.23,"['banana', 'cereal', 'chicken']"
260,c4c30cf0-fa80-4577-a766-fe1c10abc45c,6.71,"['butter', 'coffee']"
261,6af7906b-19d1-458f-a527-a7a301cbe864,4.51,"['tomato', 'cereal']"
262,e45f3fe6-0955-45d8-b49d-66255913c0c8,8.47,"['butter', 'cereal', 'rice', 'apple']"
263,1beb480e-48f7-46ae-b996-3d96a8c26827,2.92,"['yogurt', 'apple', 'egg']"
264,7539d6fb-f7e4-42a2-95cb-af40031b4c54,8.25,"['coffee', 'bread', 'orange']"
265,925a58c6-cb8e-44cc-9add-e2da009d705c,4.95,"['yogurt', 'butter', 'milk']"
266,15c19839-b870-436a-9b31-da3db517ca7e,8.25,"['bread', 'egg', 'cheese', 'milk']"
267,4a8b7fdc-7228-4036-b93e-2d95f87454d0,2.75,"['potato', 'butter']"
268,559a05c6-1a4a-4fdc-b66a-892ab5aca2a3,8.42,"['egg', 'orange', 'coffee', 'bread']"
269,ccaf15ad-1f6a-4476-a069-bd3ff85f57a2,11.99,"['cereal', 'yogurt', 'butter', 'coffee']"
270,0828210e-ae8b-4d23-ae60-4c1c348d56cf,9.13,"['banana', 'potato', 'apple', 'chicken', 'rice']"
271,cbfed118-ae3b-4bff-afb6-0fce59b8514c,0.44,['potato']
